gameId,blueWins,blueTotalGolds,blueCurrentGolds,blueTotalLevel,blueAvgLevel,blueTotalMinionKills,blueTotalJungleMinionKills,blueTotalDamageToChampion,blueFirstBlood,blueKill,blueDeath,blueAssist,blueWardPlaced,blueWardKills,blueFirstTower,blueFirstInhibitor,blueFirstTowerLane,blueTowerKills,blueMidTowerKills,blueTopTowerKills,blueBotTowerKills,blueInhibitor,blueFirstDragon,blueDragonType,blueDragon,blueRiftHeralds,redWins,redTotalGolds,redCurrentGolds,redTotalLevel,redAvgLevel,redTotalMinionKills,redTotalJungleMinionKills,redTotalDamageToChampion,redFirstBlood,redKill,redDeath,redAssist,redWardPlaced,redWardKills,redFirstTower,redFirstInhibitor,redFirstTowerLane,redTowerKills,redMidTowerKills,redTopTowerKills,redBotTowerKills,redInhibitor,redFirstDragon,redDragonType,redDragon,redRiftHeralds
KR_6424849139,TRUE,28991,2556,48,9.6,345,88,32337,1,19,4,20,32,7,0,0,,0,0,0,0,0,1,"HEXTECH_DRAGON,CHEMTECH_DRAGON",2,1,FALSE,21807,2712,43,8.6,347,72,24051,0,4,19,4,26,9,0,0,,0,0,0,0,0,0,,0,0
KR_6424270816,TRUE,26938,3943,47,9.4,392,84,24672,0,12,5,11,30,10,0,0,,0,0,0,0,0,0,FIRE_DRAGON,1,0,FALSE,22956,1296,42,8.4,353,61,21001,1,5,12,8,29,13,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,1
KR_6424519570,TRUE,24049,2780,43,8.6,364,61,20275,1,7,7,8,36,9,0,0,,0,0,0,0,0,1,"HEXTECH_DRAGON,AIR_DRAGON",2,1,FALSE,24212,3087,43,8.6,391,70,20580,0,7,7,8,46,11,0,0,,0,0,0,0,0,0,,0,0
KR_6421858647,TRUE,25240,2580,42,8.4,357,76,25875,0,9,12,10,29,11,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,FALSE,26450,3325,43,8.6,302,86,22330,1,12,9,17,58,8,1,0,BOT_LANE,1,0,0,1,0,0,HEXTECH_DRAGON,1,1
KR_6422710936,TRUE,31972,3617,48,9.6,327,76,40852,1,28,6,25,35,5,1,0,MID_LANE,1,1,0,0,0,1,HEXTECH_DRAGON,1,1,FALSE,22702,2182,41,8.2,333,72,27939,0,6,28,3,38,4,0,0,,1,0,0,1,0,0,,0,0
KR_6420732375,FALSE,23066,2402,43,8.6,337,80,25070,1,7,8,6,32,9,0,0,,0,0,0,0,0,0,,0,0,TRUE,25634,1918,44,8.8,367,79,20682,0,8,7,14,31,14,1,0,BOT_LANE,1,0,0,1,0,1,HEXTECH_DRAGON,1,1
KR_6421985125,FALSE,24735,3455,43,8.6,338,64,26729,1,10,6,14,35,7,0,0,,0,0,0,0,0,0,,0,0,TRUE,22965,3120,41,8.2,341,68,25864,0,6,10,10,30,8,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,1
KR_6404249864,FALSE,23486,1945,43,8.6,347,67,19701,1,5,12,9,34,8,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,TRUE,28434,4095,44,8.8,353,92,26107,0,12,5,19,36,13,1,0,BOT_LANE,1,0,0,1,0,0,,0,1
KR_6419968495,FALSE,21401,3651,42,8.4,354,75,18279,1,2,6,0,24,7,0,0,,0,0,0,0,0,0,,0,0,TRUE,25563,3128,46,9.2,357,84,19571,0,6,2,8,37,6,1,0,BOT_LANE,1,0,0,1,0,1,"CHEMTECH_DRAGON,FIRE_DRAGON",2,1
KR_6413273773,TRUE,27825,4180,45,9,384,84,23456,1,10,14,15,52,15,1,0,TOP_LANE,1,0,1,0,0,1,"WATER_DRAGON,FIRE_DRAGON",2,0,FALSE,25875,2515,43,8.6,340,60,22713,0,14,10,20,46,17,0,0,,0,0,0,0,0,0,,0,1
KR_6416440250,TRUE,25405,5505,44,8.8,361,84,21821,0,8,6,10,24,17,0,0,,0,0,0,0,0,0,,0,1,FALSE,24690,2075,44,8.8,381,90,20169,1,6,8,9,31,9,0,0,,0,0,0,0,0,1,"FIRE_DRAGON,WATER_DRAGON",2,0
KR_6423969569,TRUE,29475,1880,46,9.2,382,80,27099,1,16,8,19,22,12,1,0,BOT_LANE,1,0,0,1,0,1,"WATER_DRAGON,FIRE_DRAGON",2,0,FALSE,24461,2976,44,8.8,329,80,25642,0,8,16,2,35,6,0,0,,0,0,0,0,0,0,,0,1
KR_6423956638,FALSE,24547,2822,42,8.4,324,39,33515,0,13,18,21,25,9,0,0,,0,0,0,0,0,0,,0,0,TRUE,29840,2170,45,9,325,67,34658,1,18,13,23,31,4,1,0,MID_LANE,1,1,0,0,0,0,,0,1
KR_6414245375,FALSE,23687,4627,42,8.4,343,83,17215,1,9,6,6,37,15,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,TRUE,23856,1966,43,8.6,393,72,19440,0,6,9,6,48,7,0,0,,0,0,0,0,0,0,,0,1
KR_6415787743,TRUE,27591,3906,44,8.8,349,67,21124,0,13,13,14,41,11,0,0,,0,0,0,0,0,1,"WATER_DRAGON,FIRE_DRAGON",2,1,FALSE,27758,3093,45,9,360,91,26451,1,13,13,11,31,14,1,0,BOT_LANE,2,0,1,1,0,0,,0,0
KR_6417935578,TRUE,30280,4979,47,9.4,396,86,32384,1,15,6,17,33,10,1,0,BOT_LANE,1,0,0,1,0,1,EARTH_DRAGON,1,1,FALSE,23914,754,43,8.6,360,72,21663,0,6,15,5,37,10,0,0,,0,0,0,0,0,0,,0,0
KR_6421821883,TRUE,27096,1461,44,8.8,371,72,31944,0,12,8,19,32,7,1,0,BOT_LANE,1,0,0,1,0,0,HEXTECH_DRAGON,1,0,FALSE,24135,3770,43,8.6,351,67,21466,1,8,12,11,30,10,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,1
KR_6425057767,TRUE,27158,1863,41,8.2,340,64,28577,1,11,7,10,38,16,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,FALSE,23128,1493,44,8.8,345,74,24338,0,7,11,10,37,14,0,0,,1,0,1,0,0,1,HEXTECH_DRAGON,1,0
KR_6424953696,TRUE,28794,3409,45,9,379,56,33882,1,15,7,23,40,15,0,0,,0,0,0,0,0,0,,0,1,FALSE,24879,969,43,8.6,332,72,29563,0,7,15,11,49,11,1,0,BOT_LANE,1,0,0,1,0,1,AIR_DRAGON,1,0
KR_6421465670,FALSE,23188,2268,42,8.4,292,56,28361,0,10,17,16,31,6,0,0,,0,0,0,0,0,0,,0,0,TRUE,29618,1968,43,8.6,367,71,35705,1,17,10,15,27,7,1,0,BOT_LANE,1,0,0,1,0,1,CHEMTECH_DRAGON,1,1
KR_6417886567,TRUE,29103,2663,44,8.8,361,60,28231,0,16,8,17,27,6,1,0,BOT_LANE,2,0,0,2,0,1,HEXTECH_DRAGON,1,1,FALSE,22689,2594,41,8.2,297,73,21653,1,8,16,10,19,9,0,0,,0,0,0,0,0,0,,0,0
KR_6423822501,FALSE,23483,1143,43,8.6,318,63,28039,1,9,12,7,48,5,0,0,,0,0,0,0,0,0,,0,1,TRUE,27748,4108,46,9.2,389,84,33170,0,12,9,12,31,12,0,0,,0,0,0,0,0,1,"HEXTECH_DRAGON,WATER_DRAGON",2,0
KR_6419672726,TRUE,31120,2920,46,9.2,396,85,34542,0,15,6,19,42,14,1,0,MID_LANE,2,1,0,1,0,0,WATER_DRAGON,1,1,FALSE,21673,1153,43,8.6,324,66,26345,1,6,15,5,30,17,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0
KR_6413436699,FALSE,23943,2183,43,8.6,370,67,18779,0,5,10,5,106,11,0,0,,0,0,0,0,0,0,,0,0,TRUE,27588,2438,45,9,404,88,22032,1,10,5,7,64,34,1,0,BOT_LANE,1,0,0,1,0,1,AIR_DRAGON,1,1
KR_6416840458,TRUE,27505,1770,45,9,370,72,26547,1,14,8,12,27,32,1,0,BOT_LANE,1,0,0,1,0,1,"FIRE_DRAGON,HEXTECH_DRAGON",2,1,FALSE,25868,4148,45,9,381,84,31274,0,8,14,9,66,7,0,0,,0,0,0,0,0,0,,0,0
KR_6418305972,TRUE,29368,5058,47,9.4,366,83,25912,0,16,5,23,38,13,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,FALSE,24209,2609,44,8.8,389,89,26482,1,5,16,5,62,9,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0
KR_6419889991,FALSE,23983,1208,43,8.6,343,84,27943,1,5,17,13,30,5,0,0,,0,0,0,0,0,0,,0,0,TRUE,31006,2682,45,9,359,83,30073,0,17,5,21,35,7,1,0,BOT_LANE,2,0,1,1,0,1,"FIRE_DRAGON,EARTH_DRAGON",2,1
KR_6405601695,FALSE,26200,1065,42,8.4,305,72,27925,0,13,17,19,24,11,0,0,,0,0,0,0,0,0,,0,1,TRUE,29423,6043,44,8.8,363,62,35108,1,17,13,24,39,8,1,0,BOT_LANE,1,0,0,1,0,1,WATER_DRAGON,1,0
KR_6416547399,FALSE,27440,2420,43,8.6,330,79,27139,1,14,13,13,23,8,1,0,MID_LANE,1,1,0,0,0,1,"HEXTECH_DRAGON,AIR_DRAGON",2,0,TRUE,28826,3661,44,8.8,389,68,28323,0,13,14,12,57,7,0,0,,2,0,1,1,0,0,,0,1
KR_6425102115,FALSE,22522,2262,42,8.4,350,63,25206,0,7,13,10,26,9,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,TRUE,28359,2884,45,9,367,71,32735,1,13,7,21,38,10,1,0,BOT_LANE,2,0,0,2,0,0,,0,1
KR_6414374732,FALSE,21556,2141,42,8.4,327,72,14898,0,4,13,7,27,8,0,0,,0,0,0,0,0,0,,0,0,TRUE,31482,4113,47,9.4,409,84,27651,1,13,4,14,32,12,1,0,BOT_LANE,3,1,1,1,0,1,"AIR_DRAGON,FIRE_DRAGON",2,1
KR_6421998653,FALSE,24413,1497,43,8.6,324,81,27609,0,12,7,12,32,6,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0,TRUE,25765,3170,42,8.4,345,82,25351,1,7,12,6,26,10,1,0,BOT_LANE,1,0,0,1,0,0,,0,1
KR_6405866251,FALSE,25776,3820,41,8.2,314,68,26907,1,13,17,16,32,0,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0,TRUE,29381,3956,42,8.4,310,70,33516,0,17,13,24,40,9,1,0,BOT_LANE,1,0,0,1,0,0,EARTH_DRAGON,1,1
KR_6421059024,TRUE,26674,4664,46,9.2,381,84,26950,1,7,2,17,27,8,1,0,MID_LANE,2,1,0,1,0,1,"HEXTECH_DRAGON,AIR_DRAGON",2,1,FALSE,19860,2395,42,8.4,355,64,22607,0,2,7,1,29,2,0,0,,0,0,0,0,0,0,,0,0
KR_6415473996,FALSE,25515,2355,42,8.4,335,72,33039,0,11,17,14,32,11,0,0,,1,0,0,1,0,0,,0,0,TRUE,30776,3246,45,9,369,60,36659,1,17,11,26,29,8,1,0,MID_LANE,2,1,1,0,0,1,WATER_DRAGON,1,1
KR_6422761172,TRUE,29338,4324,45,9,352,63,33335,1,21,7,18,63,8,0,0,,0,0,0,0,0,0,WATER_DRAGON,1,1,FALSE,23507,3427,43,8.6,363,69,25320,0,7,21,7,25,12,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0
KR_6419742389,TRUE,24813,3563,44,8.8,374,91,22842,1,8,6,6,32,7,0,0,,0,0,0,0,0,1,"AIR_DRAGON,FIRE_DRAGON",2,1,FALSE,24534,4899,44,8.8,400,64,24241,0,6,8,5,28,12,0,0,,0,0,0,0,0,0,,0,0
KR_6416811518,TRUE,24048,1578,44,8.8,386,84,25668,1,6,7,6,72,11,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,0,FALSE,24663,2858,44,8.8,376,68,20103,0,7,6,11,32,26,0,0,,0,0,0,0,0,0,EARTH_DRAGON,1,1
KR_6418331004,TRUE,28837,527,47,9.4,382,73,30414,1,13,13,8,67,12,1,0,MID_LANE,1,1,0,0,0,0,,0,1,FALSE,25034,3019,42,8.4,300,69,30542,0,13,13,25,42,24,0,0,,1,0,1,0,0,1,AIR_DRAGON,1,0
KR_6416111399,TRUE,27473,2738,46,9.2,402,71,26028,0,14,5,21,46,12,0,0,,0,0,0,0,0,1,"WATER_DRAGON,CHEMTECH_DRAGON",2,1,FALSE,23256,3827,42,8.4,378,86,22636,1,5,14,6,35,19,0,0,,0,0,0,0,0,0,,0,0
KR_6414164457,TRUE,31178,6003,44,8.8,366,76,32264,0,14,14,17,39,16,1,0,BOT_LANE,3,0,2,1,0,1,WATER_DRAGON,1,1,FALSE,26598,3258,42,8.4,335,64,28322,1,14,14,22,41,14,0,0,,0,0,0,0,0,0,,0,0
KR_6416821320,TRUE,25776,2051,46,9.2,390,88,28491,1,8,6,12,36,5,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,FALSE,24034,4659,45,9,381,68,27118,0,6,8,12,27,13,0,0,,0,0,0,0,0,0,,0,1
KR_6424741296,TRUE,26795,2485,43,8.6,378,52,29029,1,13,6,12,29,13,1,0,TOP_LANE,1,0,1,0,0,0,,0,0,FALSE,21038,1673,41,8.2,313,62,24153,0,6,13,8,33,6,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0
KR_6424366710,FALSE,29980,3165,45,9,345,60,31740,0,17,14,17,22,12,1,0,BOT_LANE,2,1,0,1,0,0,,0,1,TRUE,27104,1464,42,8.4,318,72,35070,1,14,17,23,45,7,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0
KR_6418298177,TRUE,28683,2018,44,8.8,402,69,30091,1,16,7,14,28,8,0,0,,0,0,0,0,0,1,"WATER_DRAGON,CHEMTECH_DRAGON",2,1,FALSE,23276,4926,44,8.8,328,82,18411,0,7,16,4,51,5,0,0,,0,0,0,0,0,0,,0,0
KR_6418854825,TRUE,25629,2104,43,8.6,297,63,31028,0,14,14,20,91,8,0,0,,0,0,0,0,0,0,,0,0,FALSE,28300,4192,42,8.4,329,72,32277,1,14,14,16,31,5,1,0,TOP_LANE,1,0,1,0,0,1,FIRE_DRAGON,1,1
KR_6420422901,FALSE,24605,3015,43,8.6,319,73,29505,1,12,11,16,29,9,0,0,,0,0,0,0,0,1,"WATER_DRAGON,FIRE_DRAGON",2,1,TRUE,27067,3967,43,8.6,312,83,26169,0,11,12,15,93,7,1,0,TOP_LANE,1,0,1,0,0,0,,0,0
KR_6412755301,FALSE,23136,1541,44,8.8,371,55,29624,1,8,13,7,26,18,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0,TRUE,28181,1001,46,9.2,395,84,29810,0,13,8,9,62,9,1,0,TOP_LANE,1,0,1,0,0,0,,0,1
KR_6424872693,FALSE,26584,4224,45,9,344,72,25014,1,10,6,13,34,10,0,0,,0,0,0,0,0,0,,0,1,TRUE,24179,3319,44,8.8,367,72,23078,0,6,10,6,34,9,1,0,BOT_LANE,1,0,0,1,0,1,FIRE_DRAGON,1,0
KR_6425229662,TRUE,26634,4114,45,9,373,74,26473,1,10,4,11,33,7,1,0,BOT_LANE,1,0,0,1,0,1,"CHEMTECH_DRAGON,AIR_DRAGON",2,1,FALSE,22658,3108,43,8.6,372,64,23286,0,4,10,4,26,10,0,0,,0,0,0,0,0,0,,0,0
KR_6423575531,FALSE,25265,3450,43,8.6,362,59,23012,0,8,17,11,43,13,0,0,,0,0,0,0,0,0,,0,1,TRUE,29847,3627,46,9.2,355,66,25525,1,17,8,29,33,12,1,0,BOT_LANE,2,0,0,2,0,1,FIRE_DRAGON,1,0
KR_6413220757,TRUE,25819,2854,43,8.6,347,72,24742,0,8,12,9,30,13,1,0,TOP_LANE,1,0,1,0,0,1,FIRE_DRAGON,1,1,FALSE,27709,1521,45,9,351,91,21785,1,12,8,18,35,8,0,0,,1,0,0,1,0,0,,0,0
KR_6421784368,FALSE,23114,2844,42,8.4,310,68,27667,0,8,15,8,26,8,0,0,,0,0,0,0,0,0,,0,1,TRUE,30461,3096,45,9,347,84,33766,1,15,8,26,33,7,1,0,BOT_LANE,1,0,0,1,0,1,AIR_DRAGON,1,0
KR_6424684069,TRUE,27576,3186,46,9.2,329,81,27849,1,15,4,14,29,9,0,0,,0,0,0,0,0,1,"AIR_DRAGON,WATER_DRAGON",2,1,FALSE,21884,2099,44,8.8,370,66,22806,0,4,15,6,25,7,1,0,BOT_LANE,1,0,0,1,0,0,,0,0
KR_6419518403,TRUE,22166,1861,43,8.6,344,76,15115,0,2,12,3,34,9,0,0,,0,0,0,0,0,0,,0,0,FALSE,27249,3059,46,9.2,348,75,22127,1,12,2,15,43,9,1,0,TOP_LANE,1,0,1,0,0,1,HEXTECH_DRAGON,1,1
KR_6417885416,TRUE,31086,4376,45,9,363,63,35418,1,17,7,26,79,5,1,0,BOT_LANE,3,0,2,1,0,1,FIRE_DRAGON,1,1,FALSE,24347,4007,41,8.2,343,69,28612,0,7,17,15,40,34,0,0,,0,0,0,0,0,0,,0,0
KR_6411534202,TRUE,25172,1367,44,8.8,316,43,24575,0,12,10,13,32,4,0,0,,1,0,0,1,0,1,EARTH_DRAGON,1,0,FALSE,27040,3735,43,8.6,365,72,26454,1,10,12,8,63,11,1,0,MID_LANE,2,2,0,0,0,0,,0,1
KR_6413520879,FALSE,27748,1938,45,9,373,95,23407,1,10,7,11,30,4,1,0,MID_LANE,1,1,0,0,0,1,AIR_DRAGON,1,1,TRUE,24497,1862,43,8.6,357,68,21972,0,7,10,10,24,11,0,0,,3,1,1,1,0,0,FIRE_DRAGON,1,0
KR_6423368379,FALSE,24598,2003,44,8.8,353,68,20617,0,8,14,10,29,12,0,0,,0,0,0,0,0,0,,0,0,TRUE,27631,3745,46,9.2,357,75,29205,1,14,8,21,37,5,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,1
KR_6423863342,TRUE,24038,3608,45,9,360,76,25466,1,9,7,15,37,9,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0,FALSE,24646,3540,45,9,394,75,21451,0,7,9,8,31,14,0,0,,0,0,0,0,0,0,,0,1
KR_6416794210,FALSE,25555,2570,44,8.8,321,88,24979,0,11,12,11,40,15,0,0,,0,0,0,0,0,0,,0,1,TRUE,27088,4253,45,9,384,72,28487,1,12,11,14,34,11,1,0,BOT_LANE,1,0,0,1,0,1,FIRE_DRAGON,1,0
KR_6415593271,FALSE,21566,1971,42,8.4,292,64,24775,0,6,19,6,17,4,0,0,,0,0,0,0,0,0,,0,0,TRUE,31475,4195,47,9.4,376,68,41646,1,19,6,22,25,6,1,0,BOT_LANE,2,0,1,1,0,0,,0,1
KR_6415586582,TRUE,25819,5579,42,8.4,337,54,20653,1,10,13,7,21,12,0,0,,1,1,0,0,0,1,CHEMTECH_DRAGON,1,0,FALSE,26310,2135,44,8.8,330,76,26055,0,13,10,12,34,8,1,0,TOP_LANE,1,0,1,0,0,0,,0,1
KR_6418816694,TRUE,25977,4727,44,8.8,336,84,26628,1,11,6,11,40,11,0,0,,0,0,0,0,0,0,,0,1,FALSE,22367,2347,43,8.6,329,70,21982,0,6,11,8,94,15,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0
KR_6421805220,FALSE,26049,5021,45,9,346,78,24491,1,14,11,8,58,11,0,0,,0,0,0,0,0,0,,0,1,TRUE,26565,3700,43,8.6,378,91,29224,0,11,14,13,35,12,0,0,,0,0,0,0,0,1,"CHEMTECH_DRAGON,FIRE_DRAGON",2,0
KR_6425134568,FALSE,20792,842,39,7.8,282,47,29773,0,7,18,11,21,10,0,0,,0,0,0,0,0,0,,0,0,TRUE,29635,2505,45,9,346,76,33971,1,18,7,35,32,8,1,0,MID_LANE,1,1,0,0,0,1,"HEXTECH_DRAGON,AIR_DRAGON",2,1
KR_6407966499,FALSE,26777,2187,44,8.8,346,78,32061,1,10,16,15,30,8,0,0,,0,0,0,0,0,0,,0,0,TRUE,29461,4201,44,8.8,324,84,31867,0,16,10,29,34,7,1,0,TOP_LANE,4,0,2,2,0,1,"WATER_DRAGON,FIRE_DRAGON",2,1
KR_6411502793,FALSE,20808,2573,41,8.2,315,75,22552,0,1,19,0,30,7,0,0,,0,0,0,0,0,0,,0,0,TRUE,31038,5993,47,9.4,390,64,31171,1,19,1,14,40,9,1,0,BOT_LANE,2,0,1,1,0,1,"WATER_DRAGON,AIR_DRAGON",2,1
KR_6413226490,FALSE,25014,1469,42,8.4,293,71,30996,0,9,22,8,31,10,0,0,,0,0,0,0,0,0,,0,0,TRUE,28869,2204,43,8.6,290,64,41001,1,22,9,24,34,9,0,0,,0,0,0,0,0,1,"CHEMTECH_DRAGON,EARTH_DRAGON",2,1
KR_6417899324,TRUE,23850,2600,42,8.4,377,68,25901,1,7,5,12,53,10,0,0,,0,0,0,0,0,1,EARTH_DRAGON,1,0,FALSE,22413,5087,43,8.6,345,84,20864,0,5,7,6,28,19,0,0,,0,0,0,0,0,0,,0,1
KR_6409629320,TRUE,27597,2522,43,8.6,373,65,27938,1,12,10,20,31,8,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,FALSE,24625,2995,44,8.8,364,78,23917,0,10,12,13,31,10,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,0
KR_6418810606,TRUE,24719,1784,42,8.4,308,68,31869,0,10,13,15,43,9,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0,FALSE,24660,1995,41,8.2,279,56,33920,1,13,10,25,30,9,0,0,,0,0,0,0,0,0,,0,1
KR_6419706652,FALSE,25669,2764,41,8.2,334,72,22311,0,9,14,13,28,11,0,0,,1,1,0,0,0,0,,0,1,TRUE,31167,1727,44,8.8,385,72,32138,1,14,9,23,31,6,1,0,BOT_LANE,3,1,1,1,0,1,"AIR_DRAGON,EARTH_DRAGON",2,0
KR_6416625178,TRUE,26437,3297,44,8.8,336,73,24487,0,12,9,9,34,12,0,0,,0,0,0,0,0,0,,0,1,FALSE,26466,2131,44,8.8,370,74,29234,1,9,12,7,38,7,1,0,TOP_LANE,1,0,1,0,0,1,FIRE_DRAGON,1,0
KR_6408439735,FALSE,22338,2963,38,7.6,254,63,22799,1,9,18,13,179,5,0,0,,0,0,0,0,0,0,,0,0,TRUE,32808,1193,44,8.8,374,80,31546,0,18,9,26,26,8,1,0,BOT_LANE,2,0,1,1,0,1,"FIRE_DRAGON,AIR_DRAGON",2,1
KR_6422800407,FALSE,20794,2640,45,9,336,68,21633,1,3,9,2,26,12,0,0,,0,0,0,0,0,0,,0,0,TRUE,26624,4509,45,9,394,100,22399,0,9,3,15,27,7,0,0,,0,0,0,0,0,1,"WATER_DRAGON,CHEMTECH_DRAGON",2,1
KR_6424921826,FALSE,25580,3814,45,9,350,76,23271,1,12,5,17,35,11,1,0,BOT_LANE,1,0,0,1,0,0,CHEMTECH_DRAGON,1,0,TRUE,26091,3691,43,8.6,378,103,17224,0,5,12,5,92,14,0,0,,1,0,1,0,0,1,EARTH_DRAGON,1,1
KR_6424001371,FALSE,24947,4572,45,9,346,80,24895,0,11,9,11,24,9,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0,TRUE,24938,2523,43,8.6,310,72,28427,1,9,11,12,33,8,0,0,,0,0,0,0,0,0,WATER_DRAGON,1,1
KR_6421347345,FALSE,26303,3398,42,8.4,345,76,19535,1,13,9,18,29,11,0,0,,1,0,0,1,0,0,,0,0,TRUE,26599,2054,45,9,351,84,27854,0,9,13,7,35,4,1,0,TOP_LANE,2,0,2,0,0,1,"CHEMTECH_DRAGON,WATER_DRAGON",2,1
KR_6415770457,FALSE,23333,2523,41,8.2,295,68,27948,0,9,14,13,32,8,0,0,,0,0,0,0,0,0,,0,0,TRUE,27922,2257,45,9,359,80,28403,1,14,9,11,24,2,1,0,MID_LANE,1,1,0,0,0,1,FIRE_DRAGON,1,1
KR_6418790457,TRUE,27264,5634,44,8.8,371,64,28905,1,12,10,24,32,8,0,0,,0,0,0,0,0,0,,0,1,FALSE,24305,1945,44,8.8,325,72,24685,0,10,12,13,34,10,0,0,,0,0,0,0,0,1,HEXTECH_DRAGON,1,0
KR_6414714546,TRUE,23541,1126,43,8.6,378,80,20991,0,6,4,10,35,11,0,0,,0,0,0,0,0,0,AIR_DRAGON,1,0,FALSE,22669,1579,43,8.6,346,96,20924,1,4,6,5,27,5,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,1
KR_6418759612,TRUE,25737,2577,43,8.6,307,63,28359,1,11,8,19,37,11,0,0,,0,0,0,0,0,0,,0,1,FALSE,22717,2562,44,8.8,322,75,20807,0,8,11,10,29,8,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0
KR_6418294495,FALSE,25973,1453,45,9,341,72,26076,1,10,22,11,24,10,0,0,,1,0,1,0,0,0,,0,0,TRUE,30021,4846,45,9,312,84,33065,0,22,10,19,29,6,1,0,MID_LANE,1,1,0,0,0,1,"CHEMTECH_DRAGON,FIRE_DRAGON",2,1
KR_6424261144,TRUE,27479,3534,45,9,338,63,31093,0,11,14,11,30,6,1,0,BOT_LANE,1,0,0,1,0,0,,0,1,FALSE,26736,3896,46,9.2,361,84,27255,1,14,11,9,27,9,0,0,,0,0,0,0,0,1,"AIR_DRAGON,WATER_DRAGON",2,0
KR_6423952053,FALSE,25312,5657,45,9,389,60,25765,1,9,13,7,29,13,0,0,,0,0,0,0,0,0,,0,0,TRUE,26830,3365,45,9,388,68,29100,0,13,9,14,36,12,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,1
KR_6419696770,TRUE,22768,2303,42,8.4,319,76,25223,1,6,9,6,47,5,0,0,,0,0,0,0,0,1,AIR_DRAGON,1,1,FALSE,27142,5722,46,9.2,376,98,25692,0,9,6,12,56,15,0,0,,0,0,0,0,0,0,EARTH_DRAGON,1,0
KR_6414423611,TRUE,25942,1332,44,8.8,326,80,26401,0,10,8,8,31,5,1,0,BOT_LANE,1,0,0,1,0,0,EARTH_DRAGON,1,1,FALSE,23388,1968,44,8.8,336,83,20514,1,8,10,8,32,5,0,0,,0,0,0,0,0,1,FIRE_DRAGON,1,0
KR_6422796765,TRUE,31266,5141,46,9.2,392,72,30274,1,16,6,22,28,12,1,0,MID_LANE,3,2,0,1,0,1,WATER_DRAGON,1,1,FALSE,21682,907,42,8.4,303,71,21340,0,6,16,7,29,3,0,0,,0,0,0,0,0,0,,0,0
KR_6418599498,TRUE,23127,2937,45,9,387,92,21632,1,4,8,3,28,6,0,0,,0,0,0,0,0,0,,0,1,FALSE,24332,1917,45,9,381,76,19389,0,8,4,11,31,6,0,0,,0,0,0,0,0,1,WATER_DRAGON,1,0
KR_6413616509,FALSE,25401,3171,43,8.6,322,77,28300,0,10,19,7,32,7,0,0,,0,0,0,0,0,0,,0,1,TRUE,29382,1442,44,8.8,326,64,30988,1,19,10,29,22,15,1,0,BOT_LANE,1,0,0,1,0,1,AIR_DRAGON,1,0
KR_6421407830,TRUE,27306,3831,43,8.6,335,79,24388,1,12,6,13,77,11,0,0,,0,0,0,0,0,1,CHEMTECH_DRAGON,1,1,FALSE,22745,2125,43,8.6,332,75,28480,0,6,12,9,40,25,1,0,BOT_LANE,1,0,0,1,0,0,,0,0
KR_6421829419,FALSE,26343,5048,43,8.6,292,66,33668,0,13,15,24,89,8,0,0,,0,0,0,0,0,0,,0,1,TRUE,29698,2532,45,9,373,77,34552,1,15,13,17,31,10,1,0,TOP_LANE,1,0,1,0,0,0,,0,0
KR_6413875084,FALSE,21889,3204,41,8.2,303,76,24676,0,5,27,4,67,7,0,0,,0,0,0,0,0,0,,0,1,TRUE,35287,5937,49,9.8,418,78,40202,1,27,5,26,32,16,1,0,BOT_LANE,4,2,1,1,0,1,"HEXTECH_DRAGON,WATER_DRAGON",2,0
